Parent Property Name,Postal Code,Street Name,Borough,Primary Property Type - Self Selected,Year Built,Metered Areas (Energy),Water Required?
Not Applicable: Standalone Property,10471,NETHERLAND AVENUE,Bronx,Multifamily Housing,1948,Whole Building,Yes
Not Applicable: Standalone Property,10471,NETHERLAND AVENUE,Bronx,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,10471,ARLINGTON AVENUE,Bronx,Other - Public Services,1985,Whole Building,Yes
Not Applicable: Standalone Property,10471,ARLINGTON AVENUE,Bronx,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,10471,ARLINGTON AVENUE,Bronx,Multifamily Housing,1960,Whole Building,No
Not Applicable: Standalone Property,10471,ARLINGTON AVENUE,Bronx,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,10471,RIVERDALE AVENUE,Bronx,Multifamily Housing,1954,Whole Building,Yes
Not Applicable: Standalone Property,10471,NETHERLAND AVENUE,Bronx,Multifamily Housing,1949,Whole Building,No
Not Applicable: Standalone Property,10471,WEST 259 STREET,Bronx,K-12 School,2003,Whole Building,No
Not Applicable: Standalone Property,11201,JAY STREET,Brooklyn,Office,2015,Whole Building,No
Not Applicable: Standalone Property,11001,PLYMOUTH STREET,Brooklyn,Office,1890,Whole Building,Yes
Not Applicable: Standalone Property,11201,JOHN STREET,Brooklyn,Self-Storage Facility,1911,Whole Building,No
Not Applicable: Standalone Property,11201,WASHINGTON STREET,Brooklyn,Office,1908,Whole Building,Yes
Not Applicable: Standalone Property,11201,MAIN STREET,Brooklyn,Multifamily Housing,1915,Whole Building,No
Not Applicable: Standalone Property,11201,WASHINGTON STREET,Brooklyn,Multifamily Housing,1902,Whole Building,Yes
Not Applicable: Standalone Property,11201,WATER STREET,Brooklyn,Multifamily Housing,2006,Whole Building,No
Not Applicable: Standalone Property,11201,JAY STREET,Brooklyn,Residential Care Facility,1950,Whole Building,Yes
Not Applicable: Standalone Property,11201,JAY STREET,Brooklyn,Multifamily Housing,1905,Whole Building,Yes
Not Applicable: Standalone Property,11201,WATER STREET,Brooklyn,Multifamily Housing,2010,Whole Building,No
Not Applicable: Standalone Property,11201,BRIDGE STREET,Brooklyn,Multifamily Housing,1916,Whole Building,No
Not Applicable: Standalone Property,11201,WATER STREET,Brooklyn,Multifamily Housing,1910,Whole Building,Yes
Not Applicable: Standalone Property,11201,MAIN STREET,Brooklyn,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,11201,FRONT STREET,Brooklyn,Multifamily Housing,1910,Whole Building,Yes
Not Applicable: Standalone Property,11201,FRONT STREET,Brooklyn,Multifamily Housing,2015,Whole Building,No
Not Applicable: Standalone Property,11201,FRONT STREET,Brooklyn,Office,1912,Whole Building,Yes
Not Applicable: Standalone Property,11201,WASHINGTON STREET,Brooklyn,Office,1908,Whole Building,No
Not Applicable: Standalone Property,11201,WATER STREET,Brooklyn,Multifamily Housing,1900,Whole Building,No
Not Applicable: Standalone Property,11201,WASHINGTON STREET,Brooklyn,Multifamily Housing,1906,Whole Building,Yes
Not Applicable: Standalone Property,11201,WASHINGTON STREET,Brooklyn,Multifamily Housing,1914,Whole Building,Yes
Not Applicable: Standalone Property,11201,WASHINGTON STREET,Brooklyn,Multifamily Housing,2000,Whole Building,Yes
Not Applicable: Standalone Property,11201,FRONT STREET,Brooklyn,Multifamily Housing,2006,Whole Building,Yes
Not Applicable: Standalone Property,11201,ADAMS STREET,Brooklyn,Multifamily Housing,2006,Whole Building,No
Not Applicable: Standalone Property,11201,JAY STREET,Brooklyn,Multifamily Housing,2006,Whole Building,No
Not Applicable: Standalone Property,11201,GOLD STREET,Brooklyn,Multifamily Housing,1919,Whole Building,Yes
Not Applicable: Standalone Property,11201,ADAMS STREET,Brooklyn,Office,1967,Whole Building,No
Not Applicable: Standalone Property,11201,PROSPECT STREET,Brooklyn,Office,1909,Whole Building,Yes
Not Applicable: Standalone Property,11201,BRIDGE STREET,Brooklyn,Non-Refrigerated Warehouse,1910,Whole Building,No
Not Applicable: Standalone Property,11201,SANDS STREET,Brooklyn,Multifamily Housing,1902,Whole Building,No
Not Applicable: Standalone Property,11201,PROSPECT STREET,Brooklyn,Office,1926,Whole Building,Yes
Not Applicable: Standalone Property,11201,PEARL STREET,Brooklyn,Office,1962,Whole Building,No
Not Applicable: Standalone Property,11201,ADAMS STREET,Brooklyn,Multifamily Housing,1950,Whole Building,No
Not Applicable: Standalone Property,11201,PEARL STREET,Brooklyn,Office,1918,Whole Building,No
Not Applicable: Standalone Property,11201,SANDS STREET,Brooklyn,Residence Hall/Dormitory,1992,Whole Building,No
Not Applicable: Standalone Property,11201,CONCORD STREET,Brooklyn,Office,1915,Whole Building,No
Not Applicable: Standalone Property,11201,GOLD STREET,Brooklyn,Multifamily Housing,2010,Whole Building,Yes
Not Applicable: Standalone Property,11201,GOLD STREET,Brooklyn,Distribution Center,2006,Whole Building,No
Not Applicable: Standalone Property,11201,GOLD STREET,Brooklyn,Multifamily Housing,2011,Whole Building,Yes
Not Applicable: Standalone Property,11201,PRINCE STREET,Brooklyn,Other - Entertainment/Public Assembly,1948,Whole Building,Yes
Not Applicable: Standalone Property,11201,TECH PLACE,Brooklyn,Residence Hall/Dormitory,2000,Whole Building,Yes
Not Applicable: Standalone Property,11201,FLATBUSH AVENUE EXT,Brooklyn,Other - Technology/Science,1995,Whole Building,No
Not Applicable: Standalone Property,11201,FLATBUSH AVENUE EXT,Brooklyn,Hotel,2014,Whole Building,Yes
Not Applicable: Standalone Property,11201,TILLARY STREET,Brooklyn,Multifamily Housing,1926,Whole Building,Yes
Not Applicable: Standalone Property,11201,GOLD STREET,Brooklyn,Multifamily Housing,2005,Whole Building,No
Not Applicable: Standalone Property,11201,PEARL STREET,Brooklyn,K-12 School,1972,Whole Building,Yes
Not Applicable: Standalone Property,11201,ADAMS STREET,Brooklyn,Hotel,1998,Whole Building,Yes
Not Applicable: Standalone Property,11201,JAY STREET,Brooklyn,Courthouse,2005,Whole Building,Yes
Not Applicable: Standalone Property,11201,WILLOUGHBY STREET,Brooklyn,Multifamily Housing,2015,Whole Building,Yes
Not Applicable: Standalone Property,11201,DUFFIELD STREET,Brooklyn,Hotel,2010,Whole Building,No
Not Applicable: Standalone Property,11201,DUFFIELD STREET,Brooklyn,Hotel,2010,Whole Building,Yes
Not Applicable: Standalone Property,11201,FULTON STREET,Brooklyn,Other - Mall,1924,Whole Building,Yes
Not Applicable: Standalone Property,112013873,JAY STREET,Brooklyn,Office,1991,Whole Building,No
Not Applicable: Standalone Property,11101,11 STREET,Queens,Office,1910,Whole Building,Yes
Not Applicable: Standalone Property,11201,LAWRENCE STREET,Brooklyn,Multifamily Housing,2009,Whole Building,Yes
Not Applicable: Standalone Property,11201,MYRTLE AVENUE,Brooklyn,Office,1992,Whole Building,Yes
Not Applicable: Standalone Property,11201,FULTON STREET,Brooklyn,Office,1921,Whole Building,No
Not Applicable: Standalone Property,11201,BRIDGE STREET,Brooklyn,Multifamily Housing,2014,Whole Building,Yes
Not Applicable: Standalone Property,11208,SMITH STREET,Brooklyn,Office,1959,Whole Building,Yes
Not Applicable: Standalone Property,11201,SMITH STREET,Brooklyn,Worship Facility,1927,Whole Building,Yes
Not Applicable: Standalone Property,11201,LIVINGSTON STREET,Brooklyn,Office,1895,Whole Building,Yes
Not Applicable: Standalone Property,11201,FULTON STREET,Brooklyn,Retail Store,1865,Whole Building,Yes
Not Applicable: Standalone Property,11201,ELM PLACE,Brooklyn,Office,1920,Whole Building,Yes
Not Applicable: Standalone Property,11201,FULTON STREET,Brooklyn,Residence Hall/Dormitory,1920,Whole Building,Yes
Not Applicable: Standalone Property,11201,FULTON STREET,Brooklyn,Retail Store,1920,Whole Building,No
Not Applicable: Standalone Property,11217,FLATBUSH AVENUE,Brooklyn,Office,1972,Whole Building,Yes
Not Applicable: Standalone Property,11201,LIVINGSTON STREET,Brooklyn,Office,1900,Whole Building,Yes
Not Applicable: Standalone Property,11201,SCHERMERHORN STREET,Brooklyn,Multifamily Housing,2007,Whole Building,Yes
Not Applicable: Standalone Property,11201,LIVINGSTON STREET,Brooklyn,Office,1920,Whole Building,Yes
Not Applicable: Standalone Property,11201,LIVINGSTON STREET,Brooklyn,Multifamily Housing,2011,Whole Building,Yes
Not Applicable: Standalone Property,11201,BOERUM PLACE,Brooklyn,Multifamily Housing,2003,Whole Building,No
Not Applicable: Standalone Property,11201,SCHERMERHORN STREET,Brooklyn,Multifamily Housing,2007,Whole Building,No
Not Applicable: Standalone Property,11201,HOYT STREET,Brooklyn,Multifamily Housing,2005,Whole Building,No
Not Applicable: Standalone Property,11201,SMITH STREET,Brooklyn,Multifamily Housing,2007,Whole Building,Yes
Not Applicable: Standalone Property,11217,ATLANTIC AVENUE,Brooklyn,Multifamily Housing,1900,Whole Building,Yes
Not Applicable: Standalone Property,11217,3 AVENUE,Brooklyn,Multifamily Housing,1927,Whole Building,No
Not Applicable: Standalone Property,11217,STATE STREET,Brooklyn,Multifamily Housing,1990,Whole Building,Yes
Not Applicable: Standalone Property,11217,STATE STREET,Brooklyn,Multifamily Housing,2006,Whole Building,Yes
Not Applicable: Standalone Property,11217,ATLANTIC AVENUE,Brooklyn,Multifamily Housing,1932,Whole Building,Yes
Not Applicable: Standalone Property,11217,DEAN STREET,Brooklyn,Senior Care Community,1993,Whole Building,No
Not Applicable: Standalone Property,11201,POPLAR STREET,Brooklyn,Multifamily Housing,1910,Whole Building,No
Not Applicable: Standalone Property,11201,COLUMBIA HEIGHTS,Brooklyn,Multifamily Housing,1937,Whole Building,Yes
Not Applicable: Standalone Property,11201,MONTAGUE TERRACE,Brooklyn,Multifamily Housing,1917,Whole Building,Yes
Not Applicable: Standalone Property,11201,CADMAN PLAZA WEST,Brooklyn,Multifamily Housing,1967,Whole Building,No
Not Applicable: Standalone Property,11201,HENRY STREET,Brooklyn,Multifamily Housing,1967,Whole Building,Yes
Not Applicable: Standalone Property,11201,COLUMBIA HEIGHTS,Brooklyn,Residence Hall/Dormitory,1987,Whole Building,Yes
Not Applicable: Standalone Property,11201,CRANBERRY STREET,Brooklyn,Multifamily Housing,1900,Whole Building,Yes
Not Applicable: Standalone Property,11201,COLUMBIA HEIGHTS,Brooklyn,Residence Hall/Dormitory,1960,Whole Building,No
Not Applicable: Standalone Property,11201,PINEAPPLE STREET,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11201,WILLOW STREET,Brooklyn,Residence Hall/Dormitory,1927,Whole Building,Yes
Not Applicable: Standalone Property,11201,PINEAPPLE STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11201,PINEAPPLE STREET,Brooklyn,Multifamily Housing,1899,Whole Building,Yes
Not Applicable: Standalone Property,11242,PIERREPONT STREET,Brooklyn,Multifamily Housing,1924,Whole Building,Yes
Not Applicable: Standalone Property,11201,COLUMBIA HEIGHTS,Brooklyn,Multifamily Housing,1903,Whole Building,Yes
Not Applicable: Standalone Property,11201,WILLOW STREET,Brooklyn,Multifamily Housing,1956,Whole Building,No
Not Applicable: Standalone Property,11201,HENRY STREET,Brooklyn,Multifamily Housing,1924,Whole Building,Yes
Not Applicable: Standalone Property,11201,PIERREPONT STREET,Brooklyn,Multifamily Housing,1987,Whole Building,Yes
Not Applicable: Standalone Property,11201,HICKS STREET,Brooklyn,Multifamily Housing,1935,Whole Building,Yes
Not Applicable: Standalone Property,11201,CLARK STREET,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11201,PIERREPONT STREET,Brooklyn,Multifamily Housing,1988,Whole Building,No
Not Applicable: Standalone Property,11201,COLLEGE PLACE,Brooklyn,Multifamily Housing,1923,Whole Building,Yes
Not Applicable: Standalone Property,11201,MONROE PLACE,Brooklyn,Multifamily Housing,1938,Whole Building,Yes
Not Applicable: Standalone Property,11201,PIERREPONT STREET,Brooklyn,K-12 School,1906,Whole Building,Yes
Not Applicable: Standalone Property,11201,CLINTON STREET,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11201,PIERREPONT STREET,Brooklyn,Office,1986,Whole Building,No
Not Applicable: Standalone Property,11201,MONTAGUE STREET,Brooklyn,Multifamily Housing,1949,Whole Building,Yes
Not Applicable: Standalone Property,11201,PIERREPONT STREET,Brooklyn,Multifamily Housing,1985,Whole Building,No
Not Applicable: Standalone Property,11201,MONTAGUE STREET,Brooklyn,Office,1962,Whole Building,No
Not Applicable: Standalone Property,11201,MONTAGUE STREET,Brooklyn,Office,1929,Whole Building,Yes
Not Applicable: Standalone Property,11201,MONTAGUE STREET,Brooklyn,Office,1953,Whole Building,Yes
Not Applicable: Standalone Property,11201,FURMAN STREET,Brooklyn,Multifamily Housing,1928,Whole Building,No
Not Applicable: Standalone Property,11201,MONTAGUE STREET,Brooklyn,Multifamily Housing,1912,Whole Building,Yes
Not Applicable: Standalone Property,11201,MONTAGUE STREET,Brooklyn,Multifamily Housing,1912,Whole Building,Yes
Not Applicable: Standalone Property,11242,COURT STREET,Brooklyn,Office,1930,Whole Building,No
Not Applicable: Standalone Property,11201,REMSEN STREET,Brooklyn,Office,1900,Whole Building,Yes
Not Applicable: Standalone Property,11201,MONTAGUE STREET,Brooklyn,Multifamily Housing,2013,Whole Building,No
Not Applicable: Standalone Property,11201,MONTAGUE STREET,Brooklyn,Multifamily Housing,2000,Whole Building,No
Not Applicable: Standalone Property,11241,COURT STREET,Brooklyn,Office,1928,Whole Building,Yes
Not Applicable: Standalone Property,11201,CLINTON STREET,Brooklyn,Multifamily Housing,2010,Whole Building,Yes
Not Applicable: Standalone Property,11201,GRACE COURT,Brooklyn,Multifamily Housing,1923,Whole Building,No
Not Applicable: Standalone Property,11201,REMSEN STREET,Brooklyn,Multifamily Housing,1955,Whole Building,No
Not Applicable: Standalone Property,11201,REMSEN STREET,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11201,HENRY STREET,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11201,REMSEN STREET,Brooklyn,Multifamily Housing,1950,Whole Building,Yes
Not Applicable: Standalone Property,11201,COURT STREET,Brooklyn,Office,1920,Whole Building,Yes
Not Applicable: Standalone Property,11201,JORALEMON STREET,Brooklyn,Office,1926,Whole Building,Yes
Not Applicable: Standalone Property,11201,JORALEMON STREET,Brooklyn,Multifamily Housing,2012,Whole Building,Yes
Not Applicable: Standalone Property,11201,REMSEN STREET,Brooklyn,College/University,1914,Whole Building,Yes
Not Applicable: Standalone Property,11201,COURT STREET,Brooklyn,Office,1917,Whole Building,Yes
Not Applicable: Standalone Property,11201,COLUMBIA PLACE,Brooklyn,Multifamily Housing,1900,Whole Building,Yes
Not Applicable: Standalone Property,11201,JORALEMON STREET,Brooklyn,Multifamily Housing,1927,Whole Building,Yes
Not Applicable: Standalone Property,11201,LIVINGSTON STREET,Brooklyn,Multifamily Housing,1927,Whole Building,Yes
Not Applicable: Standalone Property,11201,LIVINGSTON STREET,Brooklyn,Multifamily Housing,1917,Whole Building,Yes
Not Applicable: Standalone Property,11201,JORALEMON STREET,Brooklyn,Office,1922,Whole Building,Yes
Not Applicable: Standalone Property,11201,COURT STREET,Brooklyn,Office,1913,Whole Building,No
Not Applicable: Standalone Property,11201,LIVINGSTON STREET,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11201,JORALEMON STREET,Brooklyn,College/University,1968,Whole Building,Yes
Not Applicable: Standalone Property,11201,LIVINGSTON STREET,Brooklyn,Multifamily Housing,1926,Whole Building,Yes
Not Applicable: Standalone Property,11201,COURT STREET,Brooklyn,Other - Entertainment/Public Assembly,1999,Whole Building,Yes
Not Applicable: Standalone Property,11201,STATE STREET,Brooklyn,Residence Hall/Dormitory,2003,Whole Building,No
Not Applicable: Standalone Property,11201,SCHERMERHORN STREET,Brooklyn,Multifamily Housing,1981,Whole Building,No
Not Applicable: Standalone Property,11201,STATE STREET,Brooklyn,Multifamily Housing,2006,Whole Building,No
Not Applicable: Standalone Property,11201,CLINTON STREET,Brooklyn,Multifamily Housing,1923,Whole Building,Yes
Not Applicable: Standalone Property,11201,BOERUM PLACE,Brooklyn,Other,1906,Whole Building,No
Not Applicable: Standalone Property,11201,COURT STREET,Brooklyn,Multifamily Housing,2005,Whole Building,No
Not Applicable: Standalone Property,11201,PACIFIC STREET,Brooklyn,Multifamily Housing,2010,Whole Building,Yes
Not Applicable: Standalone Property,11201,HENRY STREET,Brooklyn,Senior Care Community,1960,Whole Building,No
Not Applicable: Standalone Property,11201,HICKS STREET,Brooklyn,Multifamily Housing,2004,Whole Building,Yes
Not Applicable: Standalone Property,11201,CONGRESS STREET,Brooklyn,Multifamily Housing,1952,Whole Building,Yes
Not Applicable: Standalone Property,11201,HICKS STREET,Brooklyn,Multifamily Housing,2009,Whole Building,No
Not Applicable: Standalone Property,11201,HICKS STREET,Brooklyn,Multifamily Housing,1996,Whole Building,Yes
Not Applicable: Standalone Property,11201,HICKS STREET,Brooklyn,Multifamily Housing,1996,Whole Building,No
Not Applicable: Standalone Property,11231,TIFFANY PLACE,Brooklyn,Multifamily Housing,1921,Whole Building,No
Not Applicable: Standalone Property,11231,TIFFANY PLACE,Brooklyn,Multifamily Housing,1890,Whole Building,Yes
Not Applicable: Standalone Property,11231,UNION STREET,Brooklyn,Multifamily Housing,2008,Whole Building,No
Not Applicable: Standalone Property,11231,HICKS STREET,Brooklyn,Multifamily Housing,2004,Whole Building,Yes
Not Applicable: Standalone Property,11217,4 AVENUE,Brooklyn,Multifamily Housing,2009,Whole Building,No
Not Applicable: Standalone Property,11201,BALTIC STREET,Brooklyn,Multifamily Housing,2008,Whole Building,No
Not Applicable: Standalone Property,11217,4 AVENUE,Brooklyn,Multifamily Housing,2006,Whole Building,Yes
Not Applicable: Standalone Property,11231,DE GRAW STREET,Brooklyn,Multifamily Housing,1881,Whole Building,No
Not Applicable: Standalone Property,11231,PRESIDENT STREET,Brooklyn,Multifamily Housing,1938,Whole Building,No
